Word,Count,achieve,adverb,affect,article,assent,auxverb,bio,body,cause,certain,cogmech,conj,discrep,excl,funct,future,hear,i,incl,inhib,insight,ipron,money,motion,negate,negemo,number,past,percept,posemo,ppron,preps,present,pronoun,quant,relativ,sad,see,shehe,social,space,tentat,they,time,verb,we,work,you,
problem,2,0,0,0,10.0,0,0,0,0,0,0,1.3793103448275863,0,3.0303030303030303,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
professor,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
progress,1,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ran,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6097560975609756,0.8695652173913043,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,1.492537313432836,0,0,0,0,0,0,0,0,0,0,0,0,0,
report,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
request,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3478260869565215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
right,1,0,0,0,0,0,0,0,0,0,0,0,1.4285714285714286,0,0,0,0,0,0,0,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
said,7,0,0,0,0,0,0,63.63636363636363,0,0,0,0,0,0,0,0,0,100.0,0,4.2682926829268295,0,0,6.086956521739131,0,0,0,0,0,0,0,0,0,0,0,0,10.447761194029852,0,0,0,0,0,0,0,0,0,0,0,0,0,
sat,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.658536585365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.955223880597014,0,0,0,0,0,0,0,0,0,0,0,0,0,
screen,2,0,0,0,0,0,0,18.181818181818183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,
see,1,0,0,0,0,0,0,9.090909090909092,0,0,0,0,0,0,0,0,0,0,0,0.6097560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0,25.0,0,0,0,0,0,0,0,
send,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4782608695652173,0,3.4782608695652173,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sent,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.048780487804878,4.3478260869565215,0,4.3478260869565215,0,25.0,0,0,0,0,0,0,0,0,0,0,7.462686567164179,0,0,0,0,0,0,0,0,0,0,0,0,0,
should,1,0,0,0,5.0,0,0,0,0,0,0.2183406113537118,0.6896551724137931,0,0,0,0,0,0,0,0.6097560975609756,0,8.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5873015873015872,0,0,0,0,0,
so,4,0,0,0,0,0,8.0,0,0,0,0.8733624454148472,0,0,0,0,0,0,0,12.903225806451612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
some,3,0,0,0,0,0,0,0,0,0,0.6550218340611353,2.0689655172413794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,11.11111111111111,0,0,0,0,
something,2,0,0,0,0,0,0,0,0,0,0.4366812227074236,1.3793103448275863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7391304347826086,12.5,0,0,0,7.142857142857143,0,0,0,0,0,0,0,0,11.11111111111111,0,0,0,
sorry,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5151515151515151,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
spent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6097560975609756,0,0,0,14.285714285714286,0,0,0,0,0,0,0,0,0,0,0,1.492537313432836,0,0,0,0,0,0,0,0,0,0,0,0,0,
start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,0,0,0,0.6097560975609756,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0,0,0,0,0,0,0,0,0,
starts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,0,0,0,0.6097560975609756,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0,0,0,0,0,0,0,0,0,
steps,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695652173913043,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
student,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5714285714285716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sure,2,0,0,0,0,0,0,0,0,0,0,1.3793103448275863,0,3.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333333333333336,0,7.142857142857143,
system,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5714285714285716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
thank,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5151515151515151,0,0,0,0,0,0.6097560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0,0,0,0,0,0,0,0,3.5714285714285716,
thanks,12,0,0,0,0,0,0,0,0,0,0,0,0,18.181818181818183,0,0,0,0,0,7.317073170731708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,42.857142857142854,
that,5,0,0,0,0,0,0,0,0,0,1.091703056768559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3478260869565215,0,0,0,0,17.857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,
the,34,0,0,0,0,0,0,0,0,0,7.423580786026201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.95238095238095,0,0,0,0,0,0,
them,1,0,100.0,0,0,0,0,0,0,0,0.2183406113537118,0,0,0,0,0,0,0,0,0,0,0,0.8695652173913043,0,0,0,0,0,0,0,1.1494252873563218,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
then,3,0,0,0,0,0,6.0,0,0,0,0.6550218340611353,0,0,0,0,12.5,0,0,0,0,2.608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
there,5,0,0,0,0,0,0,0,0,0,1.091703056768559,0,0,0,0,0,0,0,16.129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
these,2,0,0,0,0,0,0,0,0,0,0.4366812227074236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7391304347826086,0,0,0,0,7.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,
third,1,0,0,0,0,0,0,0,0,0,0.2183406113537118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
this,4,0,0,0,0,0,0,0,0,0,0.8733624454148472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4782608695652173,0,0,0,0,14.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,
three,2,0,0,0,0,0,0,0,0,0,0.4366812227074236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
through,1,0,0,0,0,0,0,0,0,0,0.2183406113537118,0,0,0,0,0,0.7692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
time,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333333334,0,0,0,0,1.7391304347826086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
to,36,0,0,0,0,0,0,0,0,0,7.860262008733624,0,0,0,0,0,27.692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
today,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,0,0,0,0,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
together,2,0,0,0,0,0,0,0,0,0,0,0,2.857142857142857,0,0,0,0,0,0,0,1.7391304347826086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
tomorrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,0,0,0,0,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
tonight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,0,0,0,0,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
tried,3,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,1.829268292682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.477611940298507,0,0,0,0,0,0,0,0,0,0,0,0,0,
try,2,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,1.2195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0,0,0,0,0,0,0,0,0,
two,4,0,0,0,0,0,0,0,0,0,0.8733624454148472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
type,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5714285714285716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
unable,1,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
until,1,0,0,0,0,0,2.0,0,0,0,0.2183406113537118,0,0,0,0,4.166666666666667,0.7692307692307693,0,0,0,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
us,3,0,0,0,0,0,0,0,0,0,0.6550218340611353,0,0,0,0,0,0,0,0,0,0,0,2.608695652173913,0,0,0,0,0,0,0,3.4482758620689653,2.608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333333333333336,0,
use,2,0,0,25.0,0,0,0,0,0,0,0,1.3793103448275863,0,0,0,0,0,0,0,1.2195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0,0,0,0,0,0,0,0,0,
very,1,0,0,0,0,0,0,0,0,0,0.2183406113537118,0,0,0,0,0,0,0,3.225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
want,2,0,0,0,10.0,0,0,0,0,0,0,1.3793103448275863,0,0,0,0,0,0,0,1.2195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0,0,0,0,0,0,0,0,0,
was,1,0,0,0,0,0,0,0,0,0,0.2183406113537118,0,0,0,0,0,0,0,0,0.6097560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492537313432836,0,0,0,0,0,0,0,1.5873015873015872,0,0,0,0,0,
we,3,0,0,0,0,0,0,0,0,0,0.6550218340611353,2.0689655172413794,0,0,0,0,0,0,0,0,0,0,2.608695652173913,0,0,7.317073170731708,0,0,0,0,3.4482758620689653,2.608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333333333333336,0,
we'll,1,0,0,0,0,0,0,0,0,0,0.2183406113537118,0,0,0,0,0,0,0,0,0.6097560975609756,0,8.333333333333334,0.8695652173913043,0,0,0,0,0,0,0,1.1494252873563218,0.8695652173913043,0,0,0,0,0,0,0,0,0,0,0,1.5873015873015872,0,0,0,11.11111111111111,0,
what,1,0,0,0,0,0,0,0,0,0,0.2183406113537118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695652173913043,0,0,0,0,3.5714285714285716,0,0,0,0,0,0,0,0,0,0,0,0,
when,2,0,0,0,0,0,4.0,0,0,0,0.4366812227074236,0,0,0,0,8.333333333333334,0,0,6.451612903225806,0,1.7391304347826086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
will,5,0,0,0,0,0,0,0,0,0,1.091703056768559,0,0,0,0,0,0,0,0,3.048780487804878,0,41.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507936507937,0,0,0,0,0,
with,11,0,0,0,0,0,0,0,0,0,2.4017467248908297,7.586206896551724,0,0,0,0,8.461538461538462,0,0,0,0,0,0,0,0,26.829268292682926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
work,2,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
worked,2,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,1.2195121951219512,0,0,0,0,0,0,7.142857142857143,0,0,0,0,0,0,0,0,2.985074626865672,0,0,0,0,0,0,0,0,0,0,0,0,0,
working,3,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
works,1,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5714285714285716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
would,2,0,0,0,10.0,0,0,0,0,0,0.4366812227074236,1.3793103448275863,0,0,0,0,0,0,0,1.2195121951219512,0,16.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1746031746031744,0,0,0,0,0,
wrong,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5151515151515151,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
wrote,24,0,0,0,0,0,0,0,0,0,0,16.551724137931036,0,0,0,0,0,0,0,14.634146341463415,0,0,20.869565217391305,0,0,0,0,0,0,0,0,0,0,0,0,35.82089552238806,0,0,0,0,0,0,0,0,0,0,0,0,0,
ya,2,0,0,0,0,0,0,0,0,0,0.4366812227074236,0,0,0,0,0,0,0,0,0,0,0,1.7391304347826086,0,0,0,0,0,0,0,2.2988505747126435,1.7391304347826086,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333333333333336,0,0,0,0,0,0,0,0,0,0,0,
you,28,0,0,0,0,0,0,0,0,0,6.11353711790393,0,0,0,0,0,0,0,0,0,0,0,24.347826086956523,0,0,0,0,0,0,0,32.18390804597701,24.347826086956523,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
your,10,0,0,0,0,0,0,0,0,0,2.183406113537118,0,0,0,0,0,0,0,0,0,0,0,8.695652173913043,0,0,0,0,0,0,0,11.494252873563218,8.695652173913043,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
yup,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333333333333336,0,0,0,0,0,0,0,0,0,0,0,
